,original_state,end_state,action,episode
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -4.7272903e-16  3.5085325e-16  4.1350645e-15
 -4.7847928e-16 -1.5387800e-15  6.1834279e-16 -1.1395464e-16
 -1.1136652e-15  1.7805516e-15  1.3704403e-15 -4.0333650e-16
  1.9147922e-16 -3.4132342e-15  1.4938017e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.0675088e-15  4.2610749e-16  3.7798511e-15
  2.9807357e-16  1.2821831e-15  7.6786644e-16 -1.2021302e-16
 -1.0499841e-15  1.7866457e-15  1.3890654e-15 -3.9335255e-16
  1.7507623e-16 -3.4178197e-15  1.4411540e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",798.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.0675088e-15  4.2610749e-16  3.7798511e-15
  2.9807357e-16  1.2821831e-15  7.6786644e-16 -1.2021302e-16
 -1.0499841e-15  1.7866457e-15  1.3890654e-15 -3.9335255e-16
  1.7507623e-16 -3.4178197e-15  1.4411540e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.2090753e-16  6.4509976e-16  3.8936038e-15
 -8.6700260e-16 -9.3296063e-16  5.4539853e-16 -1.1793310e-16
 -1.0557555e-15  1.7872690e-15  1.3874100e-15 -3.9820506e-16
  1.7471342e-16 -3.4171084e-15  1.4467187e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",799.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.2090753e-16  6.4509976e-16  3.8936038e-15
 -8.6700260e-16 -9.3296063e-16  5.4539853e-16 -1.1793310e-16
 -1.0557555e-15  1.7872690e-15  1.3874100e-15 -3.9820506e-16
  1.7471342e-16 -3.4171084e-15  1.4467187e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  7.4183564e-16  3.6114915e-16  3.7859645e-15
  1.0096114e-16  6.3074578e-16  7.4394099e-16 -1.1472852e-16
 -1.0768536e-15  1.7807667e-15  1.3801262e-15 -3.9876977e-16
  1.7866843e-16 -3.4124501e-15  1.4657393e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",800.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  7.4183564e-16  3.6114915e-16  3.7859645e-15
  1.0096114e-16  6.3074578e-16  7.4394099e-16 -1.1472852e-16
 -1.0768536e-15  1.7807667e-15  1.3801262e-15 -3.9876977e-16
  1.7866843e-16 -3.4124501e-15  1.4657393e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  6.2592049e-17  6.5610452e-16  3.8358565e-15
 -7.7697210e-16 -4.6595621e-16  5.6870300e-16 -1.1635197e-16
 -1.0396069e-15  1.7887661e-15  1.3927687e-15 -3.9684899e-16
  1.6916598e-16 -3.4172636e-15  1.4327855e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",801.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  6.2592049e-17  6.5610452e-16  3.8358565e-15
 -7.7697210e-16 -4.6595621e-16  5.6870300e-16 -1.1635197e-16
 -1.0396069e-15  1.7887661e-15  1.3927687e-15 -3.9684899e-16
  1.6916598e-16 -3.4172636e-15  1.4327855e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -1.6173964e-16  1.8656627e-16  4.2024782e-15
  3.0390473e-17 -9.8474621e-16  7.1286282e-16 -1.1658245e-16
 -1.1228857e-15  1.7780335e-15  1.3665857e-15 -4.0142225e-16
  1.9558205e-16 -3.4126689e-15  1.5030816e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",802.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -1.6173964e-16  1.8656627e-16  4.2024782e-15
  3.0390473e-17 -9.8474621e-16  7.1286282e-16 -1.1658245e-16
 -1.1228857e-15  1.7780335e-15  1.3665857e-15 -4.0142225e-16
  1.9558205e-16 -3.4126689e-15  1.5030816e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.2928431e-15  3.0129613e-16  3.8910881e-15
  6.5299125e-16  1.5884190e-15  8.3620660e-16 -1.2036688e-16
 -1.0501243e-15  1.7871283e-15  1.3892083e-15 -3.9353760e-16
  1.7588912e-16 -3.4185263e-15  1.4399420e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",803.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.2928431e-15  3.0129613e-16  3.8910881e-15
  6.5299125e-16  1.5884190e-15  8.3620660e-16 -1.2036688e-16
 -1.0501243e-15  1.7871283e-15  1.3892083e-15 -3.9353760e-16
  1.7588912e-16 -3.4185263e-15  1.4399420e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.9295696e-16  5.9144758e-16  3.9378303e-15
 -8.1216521e-16 -1.0685311e-15  5.5542137e-16 -1.1702673e-16
 -1.0664714e-15  1.7855183e-15  1.3840921e-15 -3.9875209e-16
  1.7813258e-16 -3.4161722e-15  1.4555250e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",804.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.9295696e-16  5.9144758e-16  3.9378303e-15
 -8.1216521e-16 -1.0685311e-15  5.5542137e-16 -1.1702673e-16
 -1.0664714e-15  1.7855183e-15  1.3840921e-15 -3.9875209e-16
  1.7813258e-16 -3.4161722e-15  1.4555250e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  5.4633212e-16  7.1096399e-16  3.4980377e-15
 -6.2805640e-16  4.8510540e-16  6.0280460e-16 -1.1579777e-16
 -1.0470173e-15  1.7843452e-15  1.3899768e-15 -3.9696030e-16
  1.7045976e-16 -3.4143667e-15  1.4409938e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",805.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  5.4633212e-16  7.1096399e-16  3.4980377e-15
 -6.2805640e-16  4.8510540e-16  6.0280460e-16 -1.1579777e-16
 -1.0470173e-15  1.7843452e-15  1.3899768e-15 -3.9696030e-16
  1.7045976e-16 -3.4143667e-15  1.4409938e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -9.5720176e-17  7.0566246e-16  3.8270456e-15
 -9.3215489e-16 -6.8119830e-16  5.3618234e-16 -1.1762201e-16
 -1.0389070e-15  1.7883142e-15  1.3933302e-15 -3.9707780e-16
  1.6906797e-16 -3.4174703e-15  1.4328607e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",806.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -9.5720176e-17  7.0566246e-16  3.8270456e-15
 -9.3215489e-16 -6.8119830e-16  5.3618234e-16 -1.1762201e-16
 -1.0389070e-15  1.7883142e-15  1.3933302e-15 -3.9707780e-16
  1.6906797e-16 -3.4174703e-15  1.4328607e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.1356936e-15 -8.1088099e-17  4.2160370e-15
  1.2951996e-15  1.2453936e-15  9.5391580e-16 -1.2105573e-16
 -1.1036121e-15  1.7785824e-15  1.3720952e-15 -3.9456851e-16
  1.9143796e-16 -3.4144161e-15  1.4872892e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",807.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.1356936e-15 -8.1088099e-17  4.2160370e-15
  1.2951996e-15  1.2453936e-15  9.5391580e-16 -1.2105573e-16
 -1.1036121e-15  1.7785824e-15  1.3720952e-15 -3.9456851e-16
  1.9143796e-16 -3.4144161e-15  1.4872892e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  4.3289403e-16  5.4622688e-16  3.8540872e-15
 -3.7876206e-16  1.0041014e-16  6.4733477e-16 -1.1591810e-16
 -1.0421333e-15  1.7884232e-15  1.3923145e-15 -3.9778451e-16
  1.6985126e-16 -3.4171304e-15  1.4348322e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",808.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  4.3289403e-16  5.4622688e-16  3.8540872e-15
 -3.7876206e-16  1.0041014e-16  6.4733477e-16 -1.1591810e-16
 -1.0421333e-15  1.7884232e-15  1.3923145e-15 -3.9778451e-16
  1.6985126e-16 -3.4171304e-15  1.4348322e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -4.7259785e-16  3.5069282e-16  4.1349091e-15
 -4.7774299e-16 -1.5387373e-15  6.1858631e-16 -1.1406717e-16
 -1.1135874e-15  1.7804402e-15  1.3705095e-15 -4.0335579e-16
  1.9212998e-16 -3.4132264e-15  1.4935984e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",809.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -4.7259785e-16  3.5069282e-16  4.1349091e-15
 -4.7774299e-16 -1.5387373e-15  6.1858631e-16 -1.1406717e-16
 -1.1135874e-15  1.7804402e-15  1.3705095e-15 -4.0335579e-16
  1.9212998e-16 -3.4132264e-15  1.4935984e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.0677687e-15  4.2576672e-16  3.7796927e-15
  2.9902979e-16  1.2825559e-15  7.6806624e-16 -1.2105890e-16
 -1.0497943e-15  1.7866275e-15  1.3895718e-15 -3.9293234e-16
  1.7524479e-16 -3.4177661e-15  1.4409902e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",810.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.0677687e-15  4.2576672e-16  3.7796927e-15
  2.9902979e-16  1.2825559e-15  7.6806624e-16 -1.2105890e-16
 -1.0497943e-15  1.7866275e-15  1.3895718e-15 -3.9293234e-16
  1.7524479e-16 -3.4177661e-15  1.4409902e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.2073958e-16  6.4500617e-16  3.8930388e-15
 -8.6651719e-16 -9.3244680e-16  5.4497131e-16 -1.1726251e-16
 -1.0558633e-15  1.7871836e-15  1.3877199e-15 -3.9812976e-16
  1.7502149e-16 -3.4169896e-15  1.4463570e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",811.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.2073958e-16  6.4500617e-16  3.8930388e-15
 -8.6651719e-16 -9.3244680e-16  5.4497131e-16 -1.1726251e-16
 -1.0558633e-15  1.7871836e-15  1.3877199e-15 -3.9812976e-16
  1.7502149e-16 -3.4169896e-15  1.4463570e-15]","[ 5.49163222e-01  9.82131541e-01 -1.56724621e-02  9.53098759e-02
  1.61517948e-01 -5.24010837e-01  5.23454487e-01 -5.23700058e-01
 -1.22191489e+00  5.23906291e-01 -1.22206390e+00  5.23678303e-01
  5.23179531e-01  7.42269583e-16  3.60105602e-16  3.78581588e-15
  1.02848805e-16  6.30556155e-16  7.44225488e-16 -1.14275094e-16
 -1.07718313e-15  1.78063372e-15  1.38037275e-15 -3.99582869e-16
  1.78927054e-16 -3.41234423e-15  1.46611980e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",812.0
0,"[ 5.49163222e-01  9.82131541e-01 -1.56724621e-02  9.53098759e-02
  1.61517948e-01 -5.24010837e-01  5.23454487e-01 -5.23700058e-01
 -1.22191489e+00  5.23906291e-01 -1.22206390e+00  5.23678303e-01
  5.23179531e-01  7.42269583e-16  3.60105602e-16  3.78581588e-15
  1.02848805e-16  6.30556155e-16  7.44225488e-16 -1.14275094e-16
 -1.07718313e-15  1.78063372e-15  1.38037275e-15 -3.99582869e-16
  1.78927054e-16 -3.41234423e-15  1.46611980e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  6.3244926e-17  6.5563410e-16  3.8360233e-15
 -7.7622025e-16 -4.6518282e-16  5.6897622e-16 -1.1612962e-16
 -1.0397451e-15  1.7883576e-15  1.3931106e-15 -3.9707486e-16
  1.6908305e-16 -3.4172217e-15  1.4321625e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",813.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  6.3244926e-17  6.5563410e-16  3.8360233e-15
 -7.7622025e-16 -4.6518282e-16  5.6897622e-16 -1.1612962e-16
 -1.0397451e-15  1.7883576e-15  1.3931106e-15 -3.9707486e-16
  1.6908305e-16 -3.4172217e-15  1.4321625e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -1.6144283e-16  1.8499967e-16  4.2020436e-15
  3.2911551e-17 -9.8503272e-16  7.1321868e-16 -1.1662762e-16
 -1.1233033e-15  1.7779059e-15  1.3668250e-15 -4.0148988e-16
  1.9536931e-16 -3.4126955e-15  1.5022503e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",814.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -1.6144283e-16  1.8499967e-16  4.2020436e-15
  3.2911551e-17 -9.8503272e-16  7.1321868e-16 -1.1662762e-16
 -1.1233033e-15  1.7779059e-15  1.3668250e-15 -4.0148988e-16
  1.9536931e-16 -3.4126955e-15  1.5022503e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.2933454e-15  3.0037083e-16  3.8903004e-15
  6.5490348e-16  1.5880985e-15  8.3617181e-16 -1.1998439e-16
 -1.0504117e-15  1.7872349e-15  1.3888730e-15 -3.9347314e-16
  1.7626888e-16 -3.4184435e-15  1.4404555e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",815.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.2933454e-15  3.0037083e-16  3.8903004e-15
  6.5490348e-16  1.5880985e-15  8.3617181e-16 -1.1998439e-16
 -1.0504117e-15  1.7872349e-15  1.3888730e-15 -3.9347314e-16
  1.7626888e-16 -3.4184435e-15  1.4404555e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.9340242e-16  5.9041849e-16  3.9371862e-15
 -8.1097936e-16 -1.0691786e-15  5.5583054e-16 -1.1739423e-16
 -1.0663619e-15  1.7850794e-15  1.3844268e-15 -3.9822706e-16
  1.7875188e-16 -3.4161370e-15  1.4555527e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",816.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.9340242e-16  5.9041849e-16  3.9371862e-15
 -8.1097936e-16 -1.0691786e-15  5.5583054e-16 -1.1739423e-16
 -1.0663619e-15  1.7850794e-15  1.3844268e-15 -3.9822706e-16
  1.7875188e-16 -3.4161370e-15  1.4555527e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  5.4631052e-16  7.1076345e-16  3.4985908e-15
 -6.2803851e-16  4.8488793e-16  6.0311303e-16 -1.1575981e-16
 -1.0470189e-15  1.7842880e-15  1.3893491e-15 -3.9665915e-16
  1.7045741e-16 -3.4144917e-15  1.4405941e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",817.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  5.4631052e-16  7.1076345e-16  3.4985908e-15
 -6.2803851e-16  4.8488793e-16  6.0311303e-16 -1.1575981e-16
 -1.0470189e-15  1.7842880e-15  1.3893491e-15 -3.9665915e-16
  1.7045741e-16 -3.4144917e-15  1.4405941e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -9.6189167e-17  7.0463644e-16  3.8269940e-15
 -9.3042101e-16 -6.8225174e-16  5.3639394e-16 -1.1830303e-16
 -1.0386833e-15  1.7884933e-15  1.3924657e-15 -3.9703859e-16
  1.6960018e-16 -3.4175387e-15  1.4326315e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",818.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -9.6189167e-17  7.0463644e-16  3.8269940e-15
 -9.3042101e-16 -6.8225174e-16  5.3639394e-16 -1.1830303e-16
 -1.0386833e-15  1.7884933e-15  1.3924657e-15 -3.9703859e-16
  1.6960018e-16 -3.4175387e-15  1.4326315e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.1355715e-15 -8.0488810e-17  4.2152599e-15
  1.2942076e-15  1.2453442e-15  9.5376969e-16 -1.2124238e-16
 -1.1036604e-15  1.7785229e-15  1.3714250e-15 -3.9532179e-16
  1.9206485e-16 -3.4144104e-15  1.4867295e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",819.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.1355715e-15 -8.0488810e-17  4.2152599e-15
  1.2942076e-15  1.2453442e-15  9.5376969e-16 -1.2124238e-16
 -1.1036604e-15  1.7785229e-15  1.3714250e-15 -3.9532179e-16
  1.9206485e-16 -3.4144104e-15  1.4867295e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  4.3262274e-16  5.4625351e-16  3.8534362e-15
 -3.7883517e-16  9.9673497e-17  6.4728537e-16 -1.1605478e-16
 -1.0423326e-15  1.7884931e-15  1.3925727e-15 -3.9748040e-16
  1.7063263e-16 -3.4170859e-15  1.4342980e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",820.0
